12 - 5.5
01 - 34.5
02 - 36.5
03 - 39.5

03.04 - 2.5
04.04 - 2.5
04.04 - 2.5
08.04 - 2.5
09.04 - 2
11.04 - 2.5
15.04 - 2
16.04 - 1
17.04 - 2
